teamName,season,sport,headCoach,stat,rank,value
Towson Tigers,2019-20,Women's Soccer,Katherine Vettori,Won-Lost-Tied Percentage,T-294,0.250
Towson Tigers,2019-20,Women's Soccer,Katherine Vettori,Points Per Game,273,2.39
Towson Tigers,2019-20,Women's Soccer,Katherine Vettori,Assists Per Game,250,0.72
Towson Tigers,2019-20,Women's Soccer,Katherine Vettori,Saves Per Game,T-33,6.06
Towson Tigers,2019-20,Women's Soccer,Katherine Vettori,Fouls Per Game,T-159,9.56
Towson Tigers,2019-20,Women's Soccer,Katherine Vettori,Shots on Goal Per Game,T-279,4.44
Towson Tigers,2019-20,Women's Soccer,Katherine Vettori,Total Points,275,43
Towson Tigers,2019-20,Women's Soccer,Katherine Vettori,Shots Per Game,285,9.61
Towson Tigers,2019-20,Women's Soccer,Katherine Vettori,Total Assists,249,13
Towson Tigers,2019-20,Women's Soccer,Katherine Vettori,Penalty Kicks,T-245,0.000
Troy Trojans,2019-20,Women's Soccer,Ged O'Connor,Corner Kicks Per Game,T-157,4.47
Troy Trojans,2019-20,Women's Soccer,Ged O'Connor,Scoring Offense,25,2.16
Troy Trojans,2019-20,Women's Soccer,Ged O'Connor,Shot Accuracy,111,0.483
Troy Trojans,2019-20,Women's Soccer,Ged O'Connor,Total Goals,T-47,41
Troy Trojans,2019-20,Women's Soccer,Ged O'Connor,Goals-Against Average,71,0.947
Troy Trojans,2019-20,Women's Soccer,Ged O'Connor,Shutout Percentage,T-166,0.316
Troy Trojans,2019-20,Women's Soccer,Ged O'Connor,Save Pct,30,0.838
Troy Trojans,2019-20,Women's Soccer,Ged O'Connor,Won-Lost-Tied Percentage,T-34,0.737
Troy Trojans,2019-20,Women's Soccer,Ged O'Connor,Points Per Game,23,6.21
Troy Trojans,2019-20,Women's Soccer,Ged O'Connor,Assists Per Game,32,1.89
Troy Trojans,2019-20,Women's Soccer,Ged O'Connor,Saves Per Game,89,5.16
Troy Trojans,2019-20,Women's Soccer,Ged O'Connor,Fouls Per Game,84,8.37
Troy Trojans,2019-20,Women's Soccer,Ged O'Connor,Shots on Goal Per Game,149,5.89
Troy Trojans,2019-20,Women's Soccer,Ged O'Connor,Total Points,T-44,118
Troy Trojans,2019-20,Women's Soccer,Ged O'Connor,Shots Per Game,185,12.21
Troy Trojans,2019-20,Women's Soccer,Ged O'Connor,Total Assists,T-42,36
Troy Trojans,2019-20,Women's Soccer,Ged O'Connor,Penalty Kicks,T-1,1.000
Tulsa Golden Hurricane,2019-20,Women's Soccer,Kyle Cussen,Corner Kicks Per Game,T-246,3.63
Tulsa Golden Hurricane,2019-20,Women's Soccer,Kyle Cussen,Scoring Offense,T-66,1.84
Tulsa Golden Hurricane,2019-20,Women's Soccer,Kyle Cussen,Shot Accuracy,185,0.455
Tulsa Golden Hurricane,2019-20,Women's Soccer,Kyle Cussen,Total Goals,T-74,35
Tulsa Golden Hurricane,2019-20,Women's Soccer,Kyle Cussen,Goals-Against Average,278,1.911
Tulsa Golden Hurricane,2019-20,Women's Soccer,Kyle Cussen,Shutout Percentage,T-207,0.263
Tulsa Golden Hurricane,2019-20,Women's Soccer,Kyle Cussen,Save Pct,212,0.746
Tulsa Golden Hurricane,2019-20,Women's Soccer,Kyle Cussen,Won-Lost-Tied Percentage,T-215,0.421
Tulsa Golden Hurricane,2019-20,Women's Soccer,Kyle Cussen,Points Per Game,76,5.05
Tulsa Golden Hurricane,2019-20,Women's Soccer,Kyle Cussen,Assists Per Game,T-106,1.37
Tulsa Golden Hurricane,2019-20,Women's Soccer,Kyle Cussen,Saves Per Game,73,5.42
Tulsa Golden Hurricane,2019-20,Women's Soccer,Kyle Cussen,Fouls Per Game,93,8.47
Tulsa Golden Hurricane,2019-20,Women's Soccer,Kyle Cussen,Shots on Goal Per Game,110,6.37
Tulsa Golden Hurricane,2019-20,Women's Soccer,Kyle Cussen,Total Points,T-81,96
Tulsa Golden Hurricane,2019-20,Women's Soccer,Kyle Cussen,Shots Per Game,103,14.00
Tulsa Golden Hurricane,2019-20,Women's Soccer,Kyle Cussen,Total Assists,T-105,26
Tulsa Golden Hurricane,2019-20,Women's Soccer,Kyle Cussen,Penalty Kicks,T-245,0.000
UAB Blazers,2019-20,Women's Soccer,Erica Demers,Corner Kicks Per Game,134,4.61
UAB Blazers,2019-20,Women's Soccer,Erica Demers,Scoring Offense,T-238,1.06
UAB Blazers,2019-20,Women's Soccer,Erica Demers,Shot Accuracy,68,0.500
UAB Blazers,2019-20,Women's Soccer,Erica Demers,Total Goals,T-233,19
UAB Blazers,2019-20,Women's Soccer,Erica Demers,Goals-Against Average,94,1.035
UAB Blazers,2019-20,Women's Soccer,Erica Demers,Shutout Percentage,T-100,0.389
UAB Blazers,2019-20,Women's Soccer,Erica Demers,Save Pct,63,0.810
UAB Blazers,2019-20,Women's Soccer,Erica Demers,Won-Lost-Tied Percentage,T-202,0.444
UAB Blazers,2019-20,Women's Soccer,Erica Demers,Points Per Game,T-258,2.61
UAB Blazers,2019-20,Women's Soccer,Erica Demers,Assists Per Game,296,0.50
UAB Blazers,2019-20,Women's Soccer,Erica Demers,Saves Per Game,128,4.72
UAB Blazers,2019-20,Women's Soccer,Erica Demers,Fouls Per Game,133,9.17
UAB Blazers,2019-20,Women's Soccer,Erica Demers,Shots on Goal Per Game,191,5.50
UAB Blazers,2019-20,Women's Soccer,Erica Demers,Total Points,T-257,47
UAB Blazers,2019-20,Women's Soccer,Erica Demers,Shots Per Game,T-237,11.00
UAB Blazers,2019-20,Women's Soccer,Erica Demers,Total Assists,T-290,9
UAB Blazers,2019-20,Women's Soccer,Erica Demers,Penalty Kicks,T-1,1.000
UC Davis Aggies,2019-20,Women's Soccer,Tracy Hamm,Corner Kicks Per Game,T-224,3.83
UC Davis Aggies,2019-20,Women's Soccer,Tracy Hamm,Scoring Offense,198,1.22
UC Davis Aggies,2019-20,Women's Soccer,Tracy Hamm,Shot Accuracy,219,0.441
UC Davis Aggies,2019-20,Women's Soccer,Tracy Hamm,Total Goals,209,22
UC Davis Aggies,2019-20,Women's Soccer,Tracy Hamm,Goals-Against Average,219,1.500
UC Davis Aggies,2019-20,Women's Soccer,Tracy Hamm,Shutout Percentage,T-277,0.167
UC Davis Aggies,2019-20,Women's Soccer,Tracy Hamm,Save Pct,175,0.761
UC Davis Aggies,2019-20,Women's Soccer,Tracy Hamm,Won-Lost-Tied Percentage,T-238,0.389
UC Davis Aggies,2019-20,Women's Soccer,Tracy Hamm,Points Per Game,212,3.17
UC Davis Aggies,2019-20,Women's Soccer,Tracy Hamm,Assists Per Game,T-250,0.72
UC Davis Aggies,2019-20,Women's Soccer,Tracy Hamm,Saves Per Game,123,4.78
UC Davis Aggies,2019-20,Women's Soccer,Tracy Hamm,Fouls Per Game,290,11.39
UC Davis Aggies,2019-20,Women's Soccer,Tracy Hamm,Shots on Goal Per Game,T-157,5.83
UC Davis Aggies,2019-20,Women's Soccer,Tracy Hamm,Total Points,T-215,57
UC Davis Aggies,2019-20,Women's Soccer,Tracy Hamm,Shots Per Game,135,13.22
UC Davis Aggies,2019-20,Women's Soccer,Tracy Hamm,Total Assists,T-249,13
UC Davis Aggies,2019-20,Women's Soccer,Tracy Hamm,Penalty Kicks,T-1,1.000
UC Irvine Anteaters,2019-20,Women's Soccer,Scott Juniper,Corner Kicks Per Game,T-242,3.67
UC Irvine Anteaters,2019-20,Women's Soccer,Scott Juniper,Scoring Offense,T-268,0.89
UC Irvine Anteaters,2019-20,Women's Soccer,Scott Juniper,Shot Accuracy,179,0.459
UC Irvine Anteaters,2019-20,Women's Soccer,Scott Juniper,Total Goals,T-266,16
UC Irvine Anteaters,2019-20,Women's Soccer,Scott Juniper,Goals-Against Average,286,1.961
UC Irvine Anteaters,2019-20,Women's Soccer,Scott Juniper,Shutout Percentage,T-239,0.222
UC Irvine Anteaters,2019-20,Women's Soccer,Scott Juniper,Save Pct,322,0.657
UC Irvine Anteaters,2019-20,Women's Soccer,Scott Juniper,Won-Lost-Tied Percentage,T-283,0.278
UC Irvine Anteaters,2019-20,Women's Soccer,Scott Juniper,Points Per Game,T-236,2.94
UC Irvine Anteaters,2019-20,Women's Soccer,Scott Juniper,Assists Per Game,146,1.17
UC Irvine Anteaters,2019-20,Women's Soccer,Scott Juniper,Saves Per Game,T-217,3.94
UC Irvine Anteaters,2019-20,Women's Soccer,Scott Juniper,Fouls Per Game,295,11.61
UC Irvine Anteaters,2019-20,Women's Soccer,Scott Juniper,Shots on Goal Per Game,299,4.06
UC Irvine Anteaters,2019-20,Women's Soccer,Scott Juniper,Total Points,T-233,53
UC Irvine Anteaters,2019-20,Women's Soccer,Scott Juniper,Shots Per Game,301,8.83
UC Irvine Anteaters,2019-20,Women's Soccer,Scott Juniper,Total Assists,157,21
UC Irvine Anteaters,2019-20,Women's Soccer,Scott Juniper,Penalty Kicks,T-245,0.000
UC Riverside Highlanders,2019-20,Women's Soccer,Nat Gonzalez,Corner Kicks Per Game,296,2.94
UC Riverside Highlanders,2019-20,Women's Soccer,Nat Gonzalez,Scoring Offense,T-322,0.56
UC Riverside Highlanders,2019-20,Women's Soccer,Nat Gonzalez,Shot Accuracy,281,0.418
UC Riverside Highlanders,2019-20,Women's Soccer,Nat Gonzalez,Total Goals,T-320,10
UC Riverside Highlanders,2019-20,Women's Soccer,Nat Gonzalez,Goals-Against Average,257,1.722
UC Riverside Highlanders,2019-20,Women's Soccer,Nat Gonzalez,Shutout Percentage,277,0.167
UC Riverside Highlanders,2019-20,Women's Soccer,Nat Gonzalez,Save Pct,289,0.698
UC Riverside Highlanders,2019-20,Women's Soccer,Nat Gonzalez,Won-Lost-Tied Percentage,314,0.194
UC Riverside Highlanders,2019-20,Women's Soccer,Nat Gonzalez,Points Per Game,294,2.00
UC Riverside Highlanders,2019-20,Women's Soccer,Nat Gonzalez,Assists Per Game,208,0.89
UC Riverside Highlanders,2019-20,Women's Soccer,Nat Gonzalez,Saves Per Game,T-192,4.11
UC Riverside Highlanders,2019-20,Women's Soccer,Nat Gonzalez,Fouls Per Game,221,10.28
UC Riverside Highlanders,2019-20,Women's Soccer,Nat Gonzalez,Shots on Goal Per Game,327,3.28
UC Riverside Highlanders,2019-20,Women's Soccer,Nat Gonzalez,Total Points,T-294,36
UC Riverside Highlanders,2019-20,Women's Soccer,Nat Gonzalez,Shots Per Game,324,7.83
UC Riverside Highlanders,2019-20,Women's Soccer,Nat Gonzalez,Total Assists,211,16
UC Riverside Highlanders,2019-20,Women's Soccer,Nat Gonzalez,Penalty Kicks,T-1,1.000
UC Santa Barbara Gauchos,2019-20,Women's Soccer,Paul Stumpf,Corner Kicks Per Game,98,5.11
UC Santa Barbara Gauchos,2019-20,Women's Soccer,Paul Stumpf,Scoring Offense,T-103,1.63
UC Santa Barbara Gauchos,2019-20,Women's Soccer,Paul Stumpf,Shot Accuracy,209,0.445
UC Santa Barbara Gauchos,2019-20,Women's Soccer,Paul Stumpf,Total Goals,T-104,31
UC Santa Barbara Gauchos,2019-20,Women's Soccer,Paul Stumpf,Goals-Against Average,118,1.142
UC Santa Barbara Gauchos,2019-20,Women's Soccer,Paul Stumpf,Shutout Percentage,T-166,0.316
UC Santa Barbara Gauchos,2019-20,Women's Soccer,Paul Stumpf,Save Pct,211,0.747
UC Santa Barbara Gauchos,2019-20,Women's Soccer,Paul Stumpf,Won-Lost-Tied Percentage,T-110,0.579
UC Santa Barbara Gauchos,2019-20,Women's Soccer,Paul Stumpf,Points Per Game,97,4.79
UC Santa Barbara Gauchos,2019-20,Women's Soccer,Paul Stumpf,Assists Per Game,71,1.53
UC Santa Barbara Gauchos,2019-20,Women's Soccer,Paul Stumpf,Saves Per Game,284,3.26
UC Santa Barbara Gauchos,2019-20,Women's Soccer,Paul Stumpf,Fouls Per Game,313,11.95
UC Santa Barbara Gauchos,2019-20,Women's Soccer,Paul Stumpf,Shots on Goal Per Game,T-209,5.32
UC Santa Barbara Gauchos,2019-20,Women's Soccer,Paul Stumpf,Total Points,95,91
UC Santa Barbara Gauchos,2019-20,Women's Soccer,Paul Stumpf,Shots Per Game,197,11.95
UC Santa Barbara Gauchos,2019-20,Women's Soccer,Paul Stumpf,Total Assists,71,29
UC Santa Barbara Gauchos,2019-20,Women's Soccer,Paul Stumpf,Penalty Kicks,T-245,0.000
UCF Knights,2019-20,Women's Soccer,Tiffany Roberts Sahaydak,Corner Kicks Per Game,36,6.00
UCF Knights,2019-20,Women's Soccer,Tiffany Roberts Sahaydak,Scoring Offense,82,1.74
UCF Knights,2019-20,Women's Soccer,Tiffany Roberts Sahaydak,Shot Accuracy,T-187,0.453
UCF Knights,2019-20,Women's Soccer,Tiffany Roberts Sahaydak,Total Goals,T-85,33
UCF Knights,2019-20,Women's Soccer,Tiffany Roberts Sahaydak,Goals-Against Average,15,0.551
UCF Knights,2019-20,Women's Soccer,Tiffany Roberts Sahaydak,Shutout Percentage,T-18,0.579
UCF Knights,2019-20,Women's Soccer,Tiffany Roberts Sahaydak,Save Pct,21,0.845
UCF Knights,2019-20,Women's Soccer,Tiffany Roberts Sahaydak,Won-Lost-Tied Percentage,T-61,0.684
UCF Knights,2019-20,Women's Soccer,Tiffany Roberts Sahaydak,Points Per Game,104,4.63
UCF Knights,2019-20,Women's Soccer,Tiffany Roberts Sahaydak,Assists Per Game,T-151,1.16
UCF Knights,2019-20,Women's Soccer,Tiffany Roberts Sahaydak,Saves Per Game,293,3.16
UCF Knights,2019-20,Women's Soccer,Tiffany Roberts Sahaydak,Fouls Per Game,131,9.16
UCF Knights,2019-20,Women's Soccer,Tiffany Roberts Sahaydak,Shots on Goal Per Game,125,6.16
UCF Knights,2019-20,Women's Soccer,Tiffany Roberts Sahaydak,Total Points,T-104,88
UCF Knights,2019-20,Women's Soccer,Tiffany Roberts Sahaydak,Shots Per Game,126,13.58
UCF Knights,2019-20,Women's Soccer,Tiffany Roberts Sahaydak,Total Assists,T-147,22
UCF Knights,2019-20,Women's Soccer,Tiffany Roberts Sahaydak,Penalty Kicks,T-163,0.667
UCLA Bruins,2019-20,Women's Soccer,Amanda Cromwell,Corner Kicks Per Game,12,7.13
UCLA Bruins,2019-20,Women's Soccer,Amanda Cromwell,Scoring Offense,21,2.21
UCLA Bruins,2019-20,Women's Soccer,Amanda Cromwell,Shot Accuracy,80,0.495
UCLA Bruins,2019-20,Women's Soccer,Amanda Cromwell,Total Goals,9,53
UCLA Bruins,2019-20,Women's Soccer,Amanda Cromwell,Goals-Against Average,47,0.861
UCLA Bruins,2019-20,Women's Soccer,Amanda Cromwell,Shutout Percentage,17,0.583
UCLA Bruins,2019-20,Women's Soccer,Amanda Cromwell,Save Pct,186,0.756
UCLA Bruins,2019-20,Women's Soccer,Amanda Cromwell,Won-Lost-Tied Percentage,22,0.771
UCLA Bruins,2019-20,Women's Soccer,Amanda Cromwell,Points Per Game,15,6.88
UCLA Bruins,2019-20,Women's Soccer,Amanda Cromwell,Assists Per Game,11,2.46
UCLA Bruins,2019-20,Women's Soccer,Amanda Cromwell,Saves Per Game,322,2.58
UCLA Bruins,2019-20,Women's Soccer,Amanda Cromwell,Fouls Per Game,27,6.96
UCLA Bruins,2019-20,Women's Soccer,Amanda Cromwell,Shots on Goal Per Game,17,8.25
UCLA Bruins,2019-20,Women's Soccer,Amanda Cromwell,Total Points,8,165
UCLA Bruins,2019-20,Women's Soccer,Amanda Cromwell,Shots Per Game,26,16.67
UCLA Bruins,2019-20,Women's Soccer,Amanda Cromwell,Total Assists,5,59
UCLA Bruins,2019-20,Women's Soccer,Amanda Cromwell,Penalty Kicks,T-163,0.667
UConn Huskies,2019-20,Women's Soccer,Margaret Rodriguez,Corner Kicks Per Game,T-173,4.29
UConn Huskies,2019-20,Women's Soccer,Margaret Rodriguez,Scoring Offense,234,1.06
UConn Huskies,2019-20,Women's Soccer,Margaret Rodriguez,Shot Accuracy,323,0.381
UConn Huskies,2019-20,Women's Soccer,Margaret Rodriguez,Total Goals,T-243,18
UConn Huskies,2019-20,Women's Soccer,Margaret Rodriguez,Goals-Against Average,181,1.352
UConn Huskies,2019-20,Women's Soccer,Margaret Rodriguez,Shutout Percentage,T-274,0.176
UConn Huskies,2019-20,Women's Soccer,Margaret Rodriguez,Save Pct,119,0.789
UConn Huskies,2019-20,Women's Soccer,Margaret Rodriguez,Won-Lost-Tied Percentage,T-209,0.441
UConn Huskies,2019-20,Women's Soccer,Margaret Rodriguez,Points Per Game,238,2.94
UConn Huskies,2019-20,Women's Soccer,Margaret Rodriguez,Assists Per Game,T-223,0.82
UConn Huskies,2019-20,Women's Soccer,Margaret Rodriguez,Saves Per Game,84,5.29
UConn Huskies,2019-20,Women's Soccer,Margaret Rodriguez,Fouls Per Game,T-222,10.29
UConn Huskies,2019-20,Women's Soccer,Margaret Rodriguez,Shots on Goal Per Game,214,5.29
UConn Huskies,2019-20,Women's Soccer,Margaret Rodriguez,Total Points,T-249,50
UConn Huskies,2019-20,Women's Soccer,Margaret Rodriguez,Shots Per Game,108,13.88
UConn Huskies,2019-20,Women's Soccer,Margaret Rodriguez,Total Assists,T-234,14
UConn Huskies,2019-20,Women's Soccer,Margaret Rodriguez,Penalty Kicks,T-1,1.000
UIC Flames,2019-20,Women's Soccer,Tom Anagnost,Corner Kicks Per Game,T-126,4.68
UIC Flames,2019-20,Women's Soccer,Tom Anagnost,Scoring Offense,T-183,1.32
UIC Flames,2019-20,Women's Soccer,Tom Anagnost,Shot Accuracy,49,0.509
UIC Flames,2019-20,Women's Soccer,Tom Anagnost,Total Goals,T-175,25
UIC Flames,2019-20,Women's Soccer,Tom Anagnost,Goals-Against Average,19,0.615
UIC Flames,2019-20,Women's Soccer,Tom Anagnost,Shutout Percentage,10,0.632
UIC Flames,2019-20,Women's Soccer,Tom Anagnost,Save Pct,T-16,0.852
UIC Flames,2019-20,Women's Soccer,Tom Anagnost,Won-Lost-Tied Percentage,72,0.658
UIC Flames,2019-20,Women's Soccer,Tom Anagnost,Points Per Game,184,3.68
UIC Flames,2019-20,Women's Soccer,Tom Anagnost,Assists Per Game,T-174,1.05
UIC Flames,2019-20,Women's Soccer,Tom Anagnost,Saves Per Game,254,3.63
UIC Flames,2019-20,Women's Soccer,Tom Anagnost,Fouls Per Game,T-299,11.68
UIC Flames,2019-20,Women's Soccer,Tom Anagnost,Shots on Goal Per Game,50,7.16
UIC Flames,2019-20,Women's Soccer,Tom Anagnost,Total Points,T-177,70
UIC Flames,2019-20,Women's Soccer,Tom Anagnost,Shots Per Game,102,14.05
UIC Flames,2019-20,Women's Soccer,Tom Anagnost,Total Assists,T-170,20
UIC Flames,2019-20,Women's Soccer,Tom Anagnost,Penalty Kicks,T-1,1.000
UIW Cardinals,2019-20,Women's Soccer,Emma Wright-Cates,Corner Kicks Per Game,T-53,5.68
UIW Cardinals,2019-20,Women's Soccer,Emma Wright-Cates,Scoring Offense,T-148,1.42
UIW Cardinals,2019-20,Women's Soccer,Emma Wright-Cates,Shot Accuracy,155,0.466
UIW Cardinals,2019-20,Women's Soccer,Emma Wright-Cates,Total Goals,T-149,27
UIW Cardinals,2019-20,Women's Soccer,Emma Wright-Cates,Goals-Against Average,187,1.373
UIW Cardinals,2019-20,Women's Soccer,Emma Wright-Cates,Shutout Percentage,T-166,0.316
UIW Cardinals,2019-20,Women's Soccer,Emma Wright-Cates,Save Pct,144,0.779
UIW Cardinals,2019-20,Women's Soccer,Emma Wright-Cates,Won-Lost-Tied Percentage,T-191,0.447
UIW Cardinals,2019-20,Women's Soccer,Emma Wright-Cates,Points Per Game,194,3.53
UIW Cardinals,2019-20,Women's Soccer,Emma Wright-Cates,Assists Per Game,T-263,0.68
UIW Cardinals,2019-20,Women's Soccer,Emma Wright-Cates,Saves Per Game,T-102,5.00
UIW Cardinals,2019-20,Women's Soccer,Emma Wright-Cates,Fouls Per Game,329,12.68
UIW Cardinals,2019-20,Women's Soccer,Emma Wright-Cates,Shots on Goal Per Game,60,6.95
UIW Cardinals,2019-20,Women's Soccer,Emma Wright-Cates,Total Points,194,67
UIW Cardinals,2019-20,Women's Soccer,Emma Wright-Cates,Shots Per Game,69,14.89
UIW Cardinals,2019-20,Women's Soccer,Emma Wright-Cates,Total Assists,T-249,13
UIW Cardinals,2019-20,Women's Soccer,Emma Wright-Cates,Penalty Kicks,T-1,1.000
ULM Warhawks,2019-20,Women's Soccer,Keyton Wheelock,Corner Kicks Per Game,T-328,2.06
ULM Warhawks,2019-20,Women's Soccer,Keyton Wheelock,Scoring Offense,288,0.78
ULM Warhawks,2019-20,Women's Soccer,Keyton Wheelock,Shot Accuracy,140,0.471
ULM Warhawks,2019-20,Women's Soccer,Keyton Wheelock,Total Goals,T-285,14
ULM Warhawks,2019-20,Women's Soccer,Keyton Wheelock,Goals-Against Average,320,2.494
ULM Warhawks,2019-20,Women's Soccer,Keyton Wheelock,Shutout Percentage,T-239,0.222
ULM Warhawks,2019-20,Women's Soccer,Keyton Wheelock,Save Pct,284,0.703
ULM Warhawks,2019-20,Women's Soccer,Keyton Wheelock,Won-Lost-Tied Percentage,T-303,0.222
ULM Warhawks,2019-20,Women's Soccer,Keyton Wheelock,Points Per Game,300,1.94
ULM Warhawks,2019-20,Women's Soccer,Keyton Wheelock,Assists Per Game,T-312,0.39
ULM Warhawks,2019-20,Women's Soccer,Keyton Wheelock,Saves Per Game,33,6.06
ULM Warhawks,2019-20,Women's Soccer,Keyton Wheelock,Fouls Per Game,129,9.11
ULM Warhawks,2019-20,Women's Soccer,Keyton Wheelock,Shots on Goal Per Game,T-302,4.00
ULM Warhawks,2019-20,Women's Soccer,Keyton Wheelock,Total Points,T-298,35
ULM Warhawks,2019-20,Women's Soccer,Keyton Wheelock,Shots Per Game,311,8.50
ULM Warhawks,2019-20,Women's Soccer,Keyton Wheelock,Total Assists,T-309,7
ULM Warhawks,2019-20,Women's Soccer,Keyton Wheelock,Penalty Kicks,T-245,0.000
UMBC Retrievers,2019-20,Women's Soccer,Vanessa Mann,Corner Kicks Per Game,270,3.35
UMBC Retrievers,2019-20,Women's Soccer,Vanessa Mann,Scoring Offense,T-303,0.71
UMBC Retrievers,2019-20,Women's Soccer,Vanessa Mann,Shot Accuracy,269,0.422
UMBC Retrievers,2019-20,Women's Soccer,Vanessa Mann,Total Goals,T-305,12
UMBC Retrievers,2019-20,Women's Soccer,Vanessa Mann,Goals-Against Average,267,1.808
UMBC Retrievers,2019-20,Women's Soccer,Vanessa Mann,Shutout Percentage,T-300,0.118
UMBC Retrievers,2019-20,Women's Soccer,Vanessa Mann,Save Pct,167,0.768
UMBC Retrievers,2019-20,Women's Soccer,Vanessa Mann,Won-Lost-Tied Percentage,T-317,0.176
UMBC Retrievers,2019-20,Women's Soccer,Vanessa Mann,Points Per Game,T-302,1.94
UMBC Retrievers,2019-20,Women's Soccer,Vanessa Mann,Assists Per Game,291,0.53
UMBC Retrievers,2019-20,Women's Soccer,Vanessa Mann,Saves Per Game,24,6.24
UMBC Retrievers,2019-20,Women's Soccer,Vanessa Mann,Fouls Per Game,T-154,9.47
UMBC Retrievers,2019-20,Women's Soccer,Vanessa Mann,Shots on Goal Per Game,260,4.65
UMBC Retrievers,2019-20,Women's Soccer,Vanessa Mann,Total Points,T-307,33
UMBC Retrievers,2019-20,Women's Soccer,Vanessa Mann,Shots Per Game,T-237,11.00
UMBC Retrievers,2019-20,Women's Soccer,Vanessa Mann,Total Assists,T-290,9
UMBC Retrievers,2019-20,Women's Soccer,Vanessa Mann,Penalty Kicks,T-1,1.000
UMass Lowell River Hawks,2019-20,Women's Soccer,Mira Novak,Corner Kicks Per Game,202,4.12
UMass Lowell River Hawks,2019-20,Women's Soccer,Mira Novak,Scoring Offense,222,1.12
UMass Lowell River Hawks,2019-20,Women's Soccer,Mira Novak,Shot Accuracy,100,0.488
UMass Lowell River Hawks,2019-20,Women's Soccer,Mira Novak,Total Goals,T-233,19
UMass Lowell River Hawks,2019-20,Women's Soccer,Mira Novak,Goals-Against Average,290,2.007
UMass Lowell River Hawks,2019-20,Women's Soccer,Mira Novak,Shutout Percentage,T-300,0.118
UMass Lowell River Hawks,2019-20,Women's Soccer,Mira Novak,Save Pct,310,0.676
UMass Lowell River Hawks,2019-20,Women's Soccer,Mira Novak,Won-Lost-Tied Percentage,T-277,0.294
UMass Lowell River Hawks,2019-20,Women's Soccer,Mira Novak,Points Per Game,220,3.06
UMass Lowell River Hawks,2019-20,Women's Soccer,Mira Novak,Assists Per Game,223,0.82
UMass Lowell River Hawks,2019-20,Women's Soccer,Mira Novak,Saves Per Game,T-186,4.18
UMass Lowell River Hawks,2019-20,Women's Soccer,Mira Novak,Fouls Per Game,305,11.82
UMass Lowell River Hawks,2019-20,Women's Soccer,Mira Novak,Shots on Goal Per Game,128,6.12
UMass Lowell River Hawks,2019-20,Women's Soccer,Mira Novak,Total Points,T-238,52
UMass Lowell River Hawks,2019-20,Women's Soccer,Mira Novak,Shots Per Game,168,12.53
UMass Lowell River Hawks,2019-20,Women's Soccer,Mira Novak,Total Assists,T-234,14
UMass Lowell River Hawks,2019-20,Women's Soccer,Mira Novak,Penalty Kicks,T-141,0.800
UNC Asheville Bulldogs,2019-20,Women's Soccer,Clifton Bush,Corner Kicks Per Game,T-302,2.78
UNC Asheville Bulldogs,2019-20,Women's Soccer,Clifton Bush,Scoring Offense,T-309,0.67
UNC Asheville Bulldogs,2019-20,Women's Soccer,Clifton Bush,Shot Accuracy,151,0.467
UNC Asheville Bulldogs,2019-20,Women's Soccer,Clifton Bush,Total Goals,T-305,12
UNC Asheville Bulldogs,2019-20,Women's Soccer,Clifton Bush,Goals-Against Average,304,2.185
UNC Asheville Bulldogs,2019-20,Women's Soccer,Clifton Bush,Shutout Percentage,T-239,0.222
UNC Asheville Bulldogs,2019-20,Women's Soccer,Clifton Bush,Save Pct,226,0.740
UNC Asheville Bulldogs,2019-20,Women's Soccer,Clifton Bush,Won-Lost-Tied Percentage,T-283,0.278
UNC Asheville Bulldogs,2019-20,Women's Soccer,Clifton Bush,Points Per Game,T-312,1.78
UNC Asheville Bulldogs,2019-20,Women's Soccer,Clifton Bush,Assists Per Game,T-303,0.44
UNC Asheville Bulldogs,2019-20,Women's Soccer,Clifton Bush,Saves Per Game,T-35,6.00
UNC Asheville Bulldogs,2019-20,Women's Soccer,Clifton Bush,Fouls Per Game,30,7.06
UNC Asheville Bulldogs,2019-20,Women's Soccer,Clifton Bush,Shots on Goal Per Game,251,4.78
UNC Asheville Bulldogs,2019-20,Women's Soccer,Clifton Bush,Total Points,T-310,32
UNC Asheville Bulldogs,2019-20,Women's Soccer,Clifton Bush,Shots Per Game,T-264,10.22
UNC Asheville Bulldogs,2019-20,Women's Soccer,Clifton Bush,Total Assists,T-300,8
UNC Asheville Bulldogs,2019-20,Women's Soccer,Clifton Bush,Penalty Kicks,T-245,0.000
UNC Greensboro Spartans,2019-20,Women's Soccer,Michael Coll,Corner Kicks Per Game,41,5.85
UNC Greensboro Spartans,2019-20,Women's Soccer,Michael Coll,Scoring Offense,T-96,1.65
UNC Greensboro Spartans,2019-20,Women's Soccer,Michael Coll,Shot Accuracy,112,0.482
UNC Greensboro Spartans,2019-20,Women's Soccer,Michael Coll,Total Goals,T-85,33
UNC Greensboro Spartans,2019-20,Women's Soccer,Michael Coll,Goals-Against Average,195,1.411
UNC Greensboro Spartans,2019-20,Women's Soccer,Michael Coll,Shutout Percentage,T-180,0.300
UNC Greensboro Spartans,2019-20,Women's Soccer,Michael Coll,Save Pct,266,0.718
UNC Greensboro Spartans,2019-20,Women's Soccer,Michael Coll,Won-Lost-Tied Percentage,T-135,0.550
UNC Greensboro Spartans,2019-20,Women's Soccer,Michael Coll,Points Per Game,T-95,4.80
